source,concept,synonym,year,docs
arxiv,FeFET,NCFET,2018,1
arxiv,FeFET,ferroelectric FET,2018,1
arxiv,FeFET,hafnium zirconium oxide,2018,1
arxiv,FeFET,HZO,2018,1
arxiv,FeFET,negative capacitance,2019,8
arxiv,FeFET,HZO,2019,4
arxiv,FeFET,FeFET,2019,3
arxiv,FeFET,ferroelectric FET,2019,2
arxiv,FeFET,NC-FET,2019,2
arxiv,FeFET,NCFET,2019,2
arxiv,FeFET,hafnium zirconium oxide,2019,1
arxiv,FeFET,negative capacitance,2020,14
arxiv,FeFET,HZO,2020,8
arxiv,FeFET,ferroelectric field effect transistor,2020,6
arxiv,FeFET,FeFET,2020,6
arxiv,FeFET,hafnium zirconium oxide,2020,4
arxiv,FeFET,NCFET,2020,2
arxiv,FeFET,ferroelectric FET,2020,2
arxiv,FeFET,ferroelectric transistor,2020,1
arxiv,FeFET,NC-FET,2020,1
arxiv,FeFET,ferroelectric field effect transistor,2021,13
arxiv,FeFET,FeFET,2021,13
arxiv,FeFET,HZO,2021,9
arxiv,FeFET,negative capacitance,2021,8
arxiv,FeFET,ferroelectric transistor,2021,3
arxiv,FeFET,hafnium zirconium oxide,2021,2
arxiv,FeFET,ferroelectric FET,2021,2
arxiv,FeFET,NC-FET,2021,2
arxiv,FeFET,HfZrO,2021,1
arxiv,FeFET,FeFET,2022,18
arxiv,FeFET,ferroelectric field effect transistor,2022,13
arxiv,FeFET,ferroelectric FET,2022,11
arxiv,FeFET,HZO,2022,10
arxiv,FeFET,negative capacitance,2022,10
arxiv,FeFET,ferroelectric transistor,2022,6
arxiv,FeFET,hafnium zirconium oxide,2022,4
arxiv,FeFET,FeFET,2023,21
arxiv,FeFET,ferroelectric field effect transistor,2023,16
arxiv,FeFET,HZO,2023,8
arxiv,FeFET,ferroelectric FET,2023,7
arxiv,FeFET,ferroelectric transistor,2023,5
arxiv,FeFET,hafnium zirconium oxide,2023,4
arxiv,FeFET,negative capacitance,2023,3
arxiv,FeFET,NCFET,2023,1
arxiv,FeFET,FeFET,2024,16
arxiv,FeFET,ferroelectric field effect transistor,2024,13
arxiv,FeFET,negative capacitance,2024,13
arxiv,FeFET,HZO,2024,8
arxiv,FeFET,ferroelectric FET,2024,5
arxiv,FeFET,hafnium zirconium oxide,2024,4
arxiv,FeFET,ferroelectric transistor,2024,3
arxiv,FeFET,NCFET,2024,1
arxiv,FeFET,FeFET,2025,19
arxiv,FeFET,ferroelectric field effect transistor,2025,17
arxiv,FeFET,HZO,2025,9
arxiv,FeFET,negative capacitance,2025,6
arxiv,FeFET,ferroelectric FET,2025,6
arxiv,FeFET,hafnium zirconium oxide,2025,2
arxiv,FeFET,ferroelectric transistor,2025,2
arxiv,FeFET,NCFET,2025,1
arxiv,FeFET,HfZrO,2025,1
arxiv,FeFET,FeFET,2026,18
arxiv,FeFET,HZO,2026,14
arxiv,FeFET,ferroelectric field effect transistor,2026,12
arxiv,FeFET,hafnium zirconium oxide,2026,6
arxiv,FeFET,ferroelectric FET,2026,4
arxiv,FeFET,negative capacitance,2026,2
arxiv,FeRAM,ferroelectric memory,2014,1
arxiv,FeRAM,ferroelectric tunnel junction,2014,1
arxiv,FeRAM,FTJ,2014,1
arxiv,FeRAM,FeRAM,2014,1
arxiv,FeRAM,ferroelectric memory,2015,2
arxiv,FeRAM,ferroelectric tunnel junction,2015,1
arxiv,FeRAM,ferroelectric tunnel junction,2016,3
arxiv,FeRAM,ferroelectric random access memory,2016,2
arxiv,FeRAM,FTJ,2016,2
arxiv,FeRAM,FeRAM,2016,1
arxiv,FeRAM,ferroelectric memory,2016,1
arxiv,FeRAM,ferroelectric memory,2017,3
arxiv,FeRAM,ferroelectric tunnel junction,2017,2
arxiv,FeRAM,ferroelectric memory,2018,4
arxiv,FeRAM,ferroelectric tunnel junction,2018,4
arxiv,FeRAM,FTJ,2018,2
arxiv,FeRAM,FeRAM,2019,1
arxiv,FeRAM,ferroelectric memory,2019,1
arxiv,FeRAM,ferroelectric tunnel junction,2019,1
arxiv,FeRAM,FTJ,2019,1
arxiv,FeRAM,ferroelectric tunnel junction,2020,5
arxiv,FeRAM,FTJ,2020,5
arxiv,FeRAM,FeRAM,2020,3
arxiv,FeRAM,ferroelectric memory,2020,2
arxiv,FeRAM,ferroelectric tunnel junction,2021,4
arxiv,FeRAM,ferroelectric memory,2021,3
arxiv,FeRAM,FeRAM,2021,2
arxiv,FeRAM,FTJ,2021,2
arxiv,FeRAM,FTJ,2022,8
arxiv,FeRAM,ferroelectric tunnel junction,2022,6
arxiv,FeRAM,ferroelectric random access memory,2022,3
arxiv,FeRAM,ferroelectric memory,2022,2
arxiv,FeRAM,ferroelectric memory,2023,5
arxiv,FeRAM,FRAM,2023,2
arxiv,FeRAM,ferroelectric random access memory,2023,1
arxiv,FeRAM,ferroelectric tunnel junction,2023,1
arxiv,FeRAM,ferroelectric tunnel junction,2024,4
arxiv,FeRAM,FTJ,2024,3
arxiv,FeRAM,ferroelectric memory,2024,3
arxiv,FeRAM,FRAM,2024,2
arxiv,FeRAM,ferroelectric memory,2025,7
arxiv,FeRAM,ferroelectric tunnel junction,2025,6
arxiv,FeRAM,FTJ,2025,3
arxiv,FeRAM,FeRAM,2025,1
arxiv,FeRAM,ferroelectric tunnel junction,2026,4
arxiv,FeRAM,FeRAM,2026,2
arxiv,FeRAM,FTJ,2026,1
arxiv,FeRAM,ferroelectric random access memory,2026,1
arxiv,FeRAM,ferroelectric memory,2026,1
arxiv,FinFET,trigate,2014,1
arxiv,FinFET,FinFET,2015,2
arxiv,FinFET,FinFET,2016,6
arxiv,FinFET,trigate,2016,1
arxiv,FinFET,fin field effect transistor,2016,1
arxiv,FinFET,re:(?i)\bfin-?fets?\b,2016,1
arxiv,FinFET,FinFET,2017,4
arxiv,FinFET,FinFET,2018,5
arxiv,FinFET,fin field effect transistor,2018,1
arxiv,FinFET,FinFET,2019,8
arxiv,FinFET,fin field effect transistor,2019,2
arxiv,FinFET,re:(?i)\bfin-?fets?\b,2019,1
arxiv,FinFET,FinFET,2020,14
arxiv,FinFET,fin field effect transistor,2020,1
arxiv,FinFET,re:(?i)\bfin-?fets?\b,2020,1
arxiv,FinFET,FinFET,2021,14
arxiv,FinFET,fin field effect transistor,2021,2
arxiv,FinFET,FinFET,2022,18
arxiv,FinFET,fin field effect transistor,2022,2
arxiv,FinFET,FinFET,2023,10
arxiv,FinFET,fin field effect transistor,2023,2
arxiv,FinFET,FinFET,2024,20
arxiv,FinFET,fin field effect transistor,2024,3
arxiv,FinFET,FinFET,2025,25
arxiv,FinFET,fin field effect transistor,2025,3
arxiv,FinFET,FinFET,2026,19
arxiv,FinFET,fin field effect transistor,2026,4
arxiv,GAA,gate all around,2014,1
arxiv,GAA,gate all around,2018,1
arxiv,GAA,nanosheet transistor,2021,1
arxiv,GAA,stacked nanosheet,2021,1
arxiv,GAA,multi bridge channel,2022,1
arxiv,GAA,MBCFET,2022,1
arxiv,GAA,nanosheet device,2022,1
arxiv,GAA,nanosheet MOSFET,2022,1
arxiv,GAA,gate all around,2024,1
arxiv,GAA,GAA,2024,1
arxiv,GAA,nanosheet device,2024,1
arxiv,GAA,gate all around,2025,3
arxiv,GAA,GAAFET,2025,1
arxiv,GAA,nanoribbon transistor,2025,1
arxiv,GAA,gate all around,2026,3
arxiv,GAA,GAA,2026,2
arxiv,GAA,GAAFET,2026,1
arxiv,GAA,nanoribbon transistor,2026,1
arxiv,GAA,nanoribbon FET,2026,1
arxiv,GAA,nanosheet transistor,2026,1
arxiv,Ga2O3,Ga2O3,2014,5
arxiv,Ga2O3,gallium oxide,2014,1
arxiv,Ga2O3,beta-Ga2O3,2014,1
arxiv,Ga2O3,Ga2O3,2015,6
arxiv,Ga2O3,Ga2O3,2016,6
arxiv,Ga2O3,ultra wide bandgap,2016,1
arxiv,Ga2O3,UWBG,2016,1
arxiv,Ga2O3,beta-Ga2O3,2016,1
arxiv,Ga2O3,Ga2O3,2017,11
arxiv,Ga2O3,gallium oxide,2017,5
arxiv,Ga2O3,beta-Ga2O3,2017,4
arxiv,Ga2O3,ultra wide bandgap,2017,1
arxiv,Ga2O3,diamond semiconductor,2017,1
arxiv,Ga2O3,Ga2O3,2018,14
arxiv,Ga2O3,beta-Ga2O3,2018,12
arxiv,Ga2O3,gallium oxide,2018,5
arxiv,Ga2O3,ultra wide bandgap,2018,1
arxiv,Ga2O3,UWBG,2018,1
arxiv,Ga2O3,Ga2O3,2019,23
arxiv,Ga2O3,beta-Ga2O3,2019,9
arxiv,Ga2O3,ultra wide bandgap,2019,7
arxiv,Ga2O3,gallium oxide,2019,6
arxiv,Ga2O3,UWBG,2019,2
arxiv,Ga2O3,Ga2O3,2020,40
arxiv,Ga2O3,beta-Ga2O3,2020,20
arxiv,Ga2O3,ultra wide bandgap,2020,14
arxiv,Ga2O3,gallium oxide,2020,5
arxiv,Ga2O3,UWBG,2020,2
arxiv,Ga2O3,diamond semiconductor,2020,1
arxiv,Ga2O3,Ga2O3,2021,35
arxiv,Ga2O3,gallium oxide,2021,9
arxiv,Ga2O3,beta-Ga2O3,2021,8
arxiv,Ga2O3,ultra wide bandgap,2021,4
arxiv,Ga2O3,UWBG,2021,3
arxiv,Ga2O3,Ga2O3,2022,25
arxiv,Ga2O3,ultra wide bandgap,2022,14
arxiv,Ga2O3,beta-Ga2O3,2022,9
arxiv,Ga2O3,gallium oxide,2022,8
arxiv,Ga2O3,UWBG,2022,1
arxiv,Ga2O3,Ga2O3,2023,26
arxiv,Ga2O3,ultra wide bandgap,2023,12
arxiv,Ga2O3,beta-Ga2O3,2023,11
arxiv,Ga2O3,gallium oxide,2023,7
arxiv,Ga2O3,UWBG,2023,3
arxiv,Ga2O3,Ga2O3,2024,40
arxiv,Ga2O3,ultra wide bandgap,2024,20
arxiv,Ga2O3,gallium oxide,2024,18
arxiv,Ga2O3,beta-Ga2O3,2024,16
arxiv,Ga2O3,UWBG,2024,9
arxiv,Ga2O3,Ga2O3,2025,39
arxiv,Ga2O3,ultra wide bandgap,2025,39
arxiv,Ga2O3,beta-Ga2O3,2025,26
arxiv,Ga2O3,gallium oxide,2025,14
arxiv,Ga2O3,UWBG,2025,14
arxiv,Ga2O3,diamond semiconductor,2025,1
arxiv,Ga2O3,Ga2O3,2026,36
arxiv,Ga2O3,ultra wide bandgap,2026,23
arxiv,Ga2O3,beta-Ga2O3,2026,20
arxiv,Ga2O3,gallium oxide,2026,10
arxiv,Ga2O3,UWBG,2026,7
arxiv,Ga2O3,diamond semiconductor,2026,1
arxiv,GaN,GaN,2014,3
arxiv,GaN,gallium nitride,2014,1
arxiv,GaN,GaN,2015,10
arxiv,GaN,AlGaN/GaN,2015,2
arxiv,GaN,GaN,2016,13
arxiv,GaN,gallium nitride,2016,2
arxiv,GaN,AlGaN/GaN,2016,1
arxiv,GaN,GaN,2017,19
arxiv,GaN,AlGaN/GaN,2017,2
arxiv,GaN,gallium nitride,2017,1
arxiv,GaN,GaN,2018,20
arxiv,GaN,gallium nitride,2018,2
arxiv,GaN,GaN,2019,24
arxiv,GaN,AlGaN/GaN,2019,4
arxiv,GaN,gallium nitride,2019,3
arxiv,GaN,GaN,2020,28
arxiv,GaN,AlGaN/GaN,2020,5
arxiv,GaN,gallium nitride,2020,1
arxiv,GaN,GaN,2021,26
arxiv,GaN,gallium nitride,2021,6
arxiv,GaN,AlGaN/GaN,2021,1
arxiv,GaN,GaN,2022,23
arxiv,GaN,gallium nitride,2022,5
arxiv,GaN,AlGaN/GaN,2022,1
arxiv,GaN,GaN,2023,29
arxiv,GaN,AlGaN/GaN,2023,2
arxiv,GaN,GaN,2024,16
arxiv,GaN,AlGaN/GaN,2024,2
arxiv,GaN,gallium nitride,2024,1
arxiv,GaN,GaN,2025,20
arxiv,GaN,gallium nitride,2025,3
arxiv,GaN,GaN,2026,22
arxiv,GaN,gallium nitride,2026,5
arxiv,GaN,AlGaN/GaN,2026,1
arxiv,GlassSubstrate,through glass via,2018,1
arxiv,GlassSubstrate,TGV,2019,2
arxiv,GlassSubstrate,through glass via,2019,1
arxiv,GlassSubstrate,glass interposer,2021,1
arxiv,GlassSubstrate,glass interposer,2025,1
arxiv,HBM,high bandwidth memory,2014,1
arxiv,HBM,high bandwidth memory,2016,1
arxiv,HBM,high bandwidth memory,2017,2
arxiv,HBM,re:\bHBM[2-4]?E?\b,2017,2
arxiv,HBM,high bandwidth memory,2018,4
arxiv,HBM,high bandwidth memory,2019,4
arxiv,HBM,re:\bHBM[2-4]?E?\b,2019,2
arxiv,HBM,re:\bHBM[2-4]?E?\b,2020,11
arxiv,HBM,high bandwidth memory,2020,10
arxiv,HBM,high bandwidth memory,2021,8
arxiv,HBM,re:\bHBM[2-4]?E?\b,2021,7
arxiv,HBM,high bandwidth memory,2022,11
arxiv,HBM,re:\bHBM[2-4]?E?\b,2022,9
arxiv,HBM,high bandwidth memory,2023,12
arxiv,HBM,re:\bHBM[2-4]?E?\b,2023,10
arxiv,HBM,re:\bHBM[2-4]?E?\b,2024,16
arxiv,HBM,high bandwidth memory,2024,10
arxiv,HBM,re:\bHBM[2-4]?E?\b,2025,63
arxiv,HBM,high bandwidth memory,2025,41
arxiv,HBM,re:\bHBM[2-4]?E?\b,2026,55
arxiv,HBM,high bandwidth memory,2026,44
arxiv,HKMG,high k gate,2014,2
arxiv,HKMG,work function metal,2014,1
arxiv,HKMG,HfO2 gate,2014,1
arxiv,HKMG,high k dielectric,2014,1
arxiv,HKMG,high k dielectric,2015,3
arxiv,HKMG,HfO2 gate,2015,2
arxiv,HKMG,work function metal,2015,1
arxiv,HKMG,HfO2 gate,2017,1
arxiv,HKMG,high k dielectric,2017,1
arxiv,HKMG,high k dielectric,2018,4
arxiv,HKMG,work function metal,2018,2
arxiv,HKMG,high k gate,2018,2
arxiv,HKMG,high k dielectric,2019,3
arxiv,HKMG,high k dielectric,2020,4
arxiv,HKMG,work function metal,2020,1
arxiv,HKMG,high k metal gate,2020,1
arxiv,HKMG,HKMG,2020,1
arxiv,HKMG,high k dielectric,2021,3
arxiv,HKMG,high k metal gate,2021,2
arxiv,HKMG,HKMG,2021,1
arxiv,HKMG,work function metal,2022,3
arxiv,HKMG,HKMG,2022,2
arxiv,HKMG,high k dielectric,2022,2
arxiv,HKMG,high k metal gate,2022,1
arxiv,HKMG,high k gate,2022,1
arxiv,HKMG,HKMG,2023,2
arxiv,HKMG,high k dielectric,2023,2
arxiv,HKMG,high k metal gate,2023,1
arxiv,HKMG,high k dielectric,2024,3
arxiv,HKMG,high k gate,2024,2
arxiv,HKMG,high k metal gate,2024,1
arxiv,HKMG,hafnium oxide gate,2024,1
arxiv,HKMG,high k dielectric,2025,5
arxiv,HKMG,high k gate,2025,2
arxiv,HKMG,work function metal,2025,1
arxiv,HKMG,work function metal,2026,1
arxiv,HKMG,high k dielectric,2026,1
arxiv,HKMG,HfO2 gate,2026,1
arxiv,HKMG,HKMG,2026,1
arxiv,HighNA,high NA,2014,1
arxiv,HighNA,high NA,2015,1
arxiv,HighNA,high NA,2017,1
arxiv,HighNA,high NA,2018,1
arxiv,HighNA,high NA,2019,2
arxiv,HighNA,high NA,2020,2
arxiv,HighNA,high NA,2022,4
arxiv,HighNA,0.55 NA,2022,1
arxiv,HighNA,high NA,2023,4
arxiv,HighNA,high NA,2024,2
arxiv,HighNA,high NA,2025,4
arxiv,HighNA,0.55 NA,2025,1
arxiv,HighNA,high NA,2026,3
arxiv,HighNA,hyper NA,2026,1
arxiv,HighNA,high numerical aperture EUV,2026,1
arxiv,HybridBonding,hybrid bonding,2017,1
arxiv,HybridBonding,hybrid bonding,2019,1
arxiv,HybridBonding,hybrid bonding,2021,1
arxiv,HybridBonding,hybrid bonding,2022,1
arxiv,HybridBonding,hybrid bonding,2023,1
arxiv,HybridBonding,hybrid bonding,2025,7
arxiv,HybridBonding,die to wafer,2025,2
arxiv,HybridBonding,hybrid bonding,2026,10
arxiv,HybridBonding,SoIC,2026,1
arxiv,HybridBonding,wafer on wafer,2026,1
arxiv,HybridBonding,die to wafer,2026,1
arxiv,MLforEDA,learning based routing,2020,1
arxiv,MLforEDA,learning based placement,2020,1
arxiv,MLforEDA,ML for EDA,2021,1
arxiv,MLforEDA,RTL generation,2022,1
arxiv,MLforEDA,macro placement,2023,2
arxiv,MLforEDA,ML for EDA,2023,1
arxiv,MLforEDA,Verilog generation,2024,2
arxiv,MLforEDA,chip placement,2024,2
arxiv,MLforEDA,macro placement,2024,1
arxiv,MLforEDA,chip placement,2025,2
arxiv,MLforEDA,RTL generation,2025,2
arxiv,MLforEDA,Verilog generation,2025,1
arxiv,MLforEDA,AI for EDA,2025,1
arxiv,MLforEDA,macro placement,2026,3
arxiv,MLforEDA,AI for EDA,2026,1
arxiv,MLforEDA,chip placement,2026,1
arxiv,MLforEDA,Verilog generation,2026,1
arxiv,MLforEDA,RTL generation,2026,1
arxiv,MRAM,MRAM,2014,3
arxiv,MRAM,magnetic random access memory,2014,2
arxiv,MRAM,STT-MRAM,2014,1
arxiv,MRAM,magnetoresistive random access memory,2014,1
arxiv,MRAM,magnetic random access memory,2015,6
arxiv,MRAM,MRAM,2015,6
arxiv,MRAM,STT-MRAM,2015,5
arxiv,MRAM,magnetoresistive random access memory,2015,1
arxiv,MRAM,MRAM,2016,10
arxiv,MRAM,magnetic random access memory,2016,8
arxiv,MRAM,STT-MRAM,2016,4
arxiv,MRAM,magnetoresistive random access memory,2016,1
arxiv,MRAM,MRAM,2017,7
arxiv,MRAM,STT-MRAM,2017,4
arxiv,MRAM,magnetic random access memory,2017,4
arxiv,MRAM,magnetoresistive random access memory,2017,1
arxiv,MRAM,MRAM,2018,11
arxiv,MRAM,STT-MRAM,2018,7
arxiv,MRAM,magnetoresistive random access memory,2018,6
arxiv,MRAM,magnetic random access memory,2018,6
arxiv,MRAM,SOT-MRAM,2018,5
arxiv,MRAM,MRAM,2019,16
arxiv,MRAM,magnetic random access memory,2019,11
arxiv,MRAM,SOT-MRAM,2019,8
arxiv,MRAM,magnetoresistive random access memory,2019,7
arxiv,MRAM,STT-MRAM,2019,7
arxiv,MRAM,MRAM,2020,17
arxiv,MRAM,magnetic random access memory,2020,12
arxiv,MRAM,STT-MRAM,2020,11
arxiv,MRAM,SOT-MRAM,2020,10
arxiv,MRAM,magnetoresistive random access memory,2020,5
arxiv,MRAM,MRAM,2021,21
arxiv,MRAM,STT-MRAM,2021,7
arxiv,MRAM,SOT-MRAM,2021,7
arxiv,MRAM,magnetoresistive random access memory,2021,5
arxiv,MRAM,magnetic random access memory,2021,4
arxiv,MRAM,spin transfer torque memory,2021,1
arxiv,MRAM,spin orbit torque memory,2021,1
arxiv,MRAM,MRAM,2022,15
arxiv,MRAM,magnetic random access memory,2022,9
arxiv,MRAM,STT-MRAM,2022,9
arxiv,MRAM,magnetoresistive random access memory,2022,4
arxiv,MRAM,SOT-MRAM,2022,4
arxiv,MRAM,MRAM,2023,20
arxiv,MRAM,magnetic random access memory,2023,11
arxiv,MRAM,magnetoresistive random access memory,2023,10
arxiv,MRAM,SOT-MRAM,2023,9
arxiv,MRAM,STT-MRAM,2023,4
arxiv,MRAM,SOT-MRAM,2024,11
arxiv,MRAM,MRAM,2024,10
arxiv,MRAM,magnetic random access memory,2024,7
arxiv,MRAM,STT-MRAM,2024,4
arxiv,MRAM,magnetoresistive random access memory,2024,4
arxiv,MRAM,magnetic tunnel junction memory,2024,1
arxiv,MRAM,MRAM,2025,18
arxiv,MRAM,magnetic random access memory,2025,17
arxiv,MRAM,SOT-MRAM,2025,11
arxiv,MRAM,STT-MRAM,2025,6
arxiv,MRAM,magnetoresistive random access memory,2025,4
arxiv,MRAM,MRAM,2026,11
arxiv,MRAM,SOT-MRAM,2026,9
arxiv,MRAM,magnetic random access memory,2026,6
arxiv,MRAM,STT-MRAM,2026,2
arxiv,MRAM,spin orbit torque memory,2026,1
arxiv,MRAM,magnetoresistive random access memory,2026,1
arxiv,MultiPatterning,quadruple patterning,2014,1
arxiv,MultiPatterning,multiple patterning,2014,1
arxiv,MultiPatterning,self aligned double patterning,2015,1
arxiv,MultiPatterning,SADP,2017,1
arxiv,MultiPatterning,multiple patterning,2018,1
arxiv,MultiPatterning,double patterning,2018,1
arxiv,MultiPatterning,multiple patterning,2019,2
arxiv,MultiPatterning,multiple patterning,2022,1
arxiv,MultiPatterning,multiple patterning,2023,2
arxiv,MultiPatterning,LELE,2023,1
arxiv,MultiPatterning,SADP,2025,1
arxiv,MultiPatterning,multiple patterning,2025,1
arxiv,MultiPatterning,multi patterning,2025,1
arxiv,NIL,nanoimprint,2014,4
arxiv,NIL,nano imprint lithography,2014,1
arxiv,NIL,nanoimprint,2015,3
arxiv,NIL,imprint lithography,2015,1
arxiv,NIL,nanoimprint,2016,3
arxiv,NIL,nanoimprint,2017,2
arxiv,NIL,nano imprint lithography,2017,1
arxiv,NIL,imprint lithography,2017,1
arxiv,NIL,nanoimprint,2018,4
arxiv,NIL,imprint lithography,2018,1
arxiv,NIL,nanoimprint,2019,3
arxiv,NIL,imprint lithography,2019,1
arxiv,NIL,imprint lithography,2020,5
arxiv,NIL,nanoimprint,2020,4
arxiv,NIL,nano imprint lithography,2020,1
arxiv,NIL,nanoimprint,2021,3
arxiv,NIL,imprint lithography,2021,1
arxiv,NIL,nanoimprint,2022,4
arxiv,NIL,imprint lithography,2022,1
arxiv,NIL,nanoimprint,2023,7
arxiv,NIL,imprint lithography,2023,1
arxiv,NIL,nanoimprint,2024,3
arxiv,NIL,nanoimprint,2025,4
arxiv,NIL,nanoimprint,2026,2
arxiv,Neuromorphic,neuromorphic,2014,19
arxiv,Neuromorphic,synaptic device,2014,1
arxiv,Neuromorphic,artificial synapse,2014,1
arxiv,Neuromorphic,brain inspired computing,2014,1
arxiv,Neuromorphic,neuromorphic,2015,40
arxiv,Neuromorphic,brain inspired computing,2015,6
arxiv,Neuromorphic,artificial synapse,2015,2
arxiv,Neuromorphic,neuromorphic,2016,51
arxiv,Neuromorphic,synaptic device,2016,3
arxiv,Neuromorphic,artificial synapse,2016,2
arxiv,Neuromorphic,brain inspired computing,2016,2
arxiv,Neuromorphic,brain inspired hardware,2016,1
arxiv,Neuromorphic,neuromorphic,2017,82
arxiv,Neuromorphic,artificial synapse,2017,1
arxiv,Neuromorphic,synaptic device,2017,1
arxiv,Neuromorphic,brain inspired computing,2017,1
arxiv,Neuromorphic,neuromorphic,2018,136
arxiv,Neuromorphic,brain inspired computing,2018,3
arxiv,Neuromorphic,artificial synapse,2018,3
arxiv,Neuromorphic,synaptic device,2018,2
arxiv,Neuromorphic,Loihi,2018,2
arxiv,Neuromorphic,artificial neuron device,2018,1
arxiv,Neuromorphic,spiking neural network hardware,2018,1
arxiv,Neuromorphic,neuromorphic,2019,188
arxiv,Neuromorphic,Loihi,2019,8
arxiv,Neuromorphic,brain inspired computing,2019,5
arxiv,Neuromorphic,artificial synapse,2019,5
arxiv,Neuromorphic,synaptic device,2019,1
arxiv,Neuromorphic,brain inspired hardware,2019,1
arxiv,Neuromorphic,neuromorphic,2020,269
arxiv,Neuromorphic,Loihi,2020,18
arxiv,Neuromorphic,synaptic device,2020,5
arxiv,Neuromorphic,brain inspired computing,2020,5
arxiv,Neuromorphic,artificial synapse,2020,3
arxiv,Neuromorphic,SNN accelerator,2020,2
arxiv,Neuromorphic,spiking neural network hardware,2020,1
arxiv,Neuromorphic,brain inspired hardware,2020,1
arxiv,Neuromorphic,neuromorphic,2021,276
arxiv,Neuromorphic,Loihi,2021,16
arxiv,Neuromorphic,brain inspired computing,2021,9
arxiv,Neuromorphic,synaptic device,2021,5
arxiv,Neuromorphic,artificial synapse,2021,4
arxiv,Neuromorphic,spiking neural network hardware,2021,1
arxiv,Neuromorphic,neuromorphic,2022,306
arxiv,Neuromorphic,Loihi,2022,12
arxiv,Neuromorphic,synaptic device,2022,9
arxiv,Neuromorphic,brain inspired computing,2022,8
arxiv,Neuromorphic,artificial synapse,2022,5
arxiv,Neuromorphic,SNN accelerator,2022,1
arxiv,Neuromorphic,neuromorphic,2023,438
arxiv,Neuromorphic,Loihi,2023,14
arxiv,Neuromorphic,brain inspired computing,2023,9
arxiv,Neuromorphic,synaptic device,2023,9
arxiv,Neuromorphic,artificial synapse,2023,6
arxiv,Neuromorphic,SNN accelerator,2023,2
arxiv,Neuromorphic,SNN chip,2023,1
arxiv,Neuromorphic,brain inspired hardware,2023,1
arxiv,Neuromorphic,neuromorphic,2024,503
arxiv,Neuromorphic,Loihi,2024,21
arxiv,Neuromorphic,artificial synapse,2024,9
arxiv,Neuromorphic,brain inspired computing,2024,7
arxiv,Neuromorphic,synaptic device,2024,4
arxiv,Neuromorphic,SNN accelerator,2024,1
arxiv,Neuromorphic,brain inspired hardware,2024,1
arxiv,Neuromorphic,artificial neuron device,2024,1
arxiv,Neuromorphic,neuromorphic,2025,406
arxiv,Neuromorphic,Loihi,2025,11
arxiv,Neuromorphic,brain inspired computing,2025,6
arxiv,Neuromorphic,artificial synapse,2025,3
arxiv,Neuromorphic,SNN accelerator,2025,3
arxiv,Neuromorphic,synaptic device,2025,3
arxiv,Neuromorphic,brain inspired hardware,2025,1
arxiv,Neuromorphic,neuromorphic,2026,412
arxiv,Neuromorphic,Loihi,2026,16
arxiv,Neuromorphic,SNN accelerator,2026,7
arxiv,Neuromorphic,brain inspired computing,2026,5
arxiv,Neuromorphic,synaptic device,2026,4
arxiv,Neuromorphic,artificial synapse,2026,3
arxiv,Neuromorphic,brain inspired hardware,2026,2
arxiv,Node,sub 5 nm,2015,1
arxiv,Node,re:\b(?:7|5|3|2)\s?-?nm\s+(?:node|technology|process|CMOS|FinFET|GAA),2015,1
arxiv,Node,sub 5 nm,2016,1
arxiv,Node,re:\b(?:7|5|3|2)\s?-?nm\s+(?:node|technology|process|CMOS|FinFET|GAA),2017,1
arxiv,Node,re:\b(?:N7|N5|N3|N2|N3E|N2P|A16|A14)\b(?=.*(?:node|process|technology|TSMC|foundry)),2020,1
arxiv,Node,re:\b(?:7|5|3|2)\s?-?nm\s+(?:node|technology|process|CMOS|FinFET|GAA),2021,1
arxiv,Node,sub 5 nm,2021,1
arxiv,Node,sub 5 nm,2022,1
arxiv,Node,sub 5 nm,2023,2
arxiv,Node,re:\b(?:N7|N5|N3|N2|N3E|N2P|A16|A14)\b(?=.*(?:node|process|technology|TSMC|foundry)),2023,2
arxiv,Node,re:\b(?:7|5|3|2)\s?-?nm\s+(?:node|technology|process|CMOS|FinFET|GAA),2023,2
arxiv,Node,sub 3 nm,2024,2
arxiv,Node,sub 5 nm,2024,1
arxiv,Node,re:\b(?:7|5|3|2)\s?-?nm\s+(?:node|technology|process|CMOS|FinFET|GAA),2024,1
arxiv,Node,re:\b(?:7|5|3|2)\s?-?nm\s+(?:node|technology|process|CMOS|FinFET|GAA),2025,6
arxiv,Node,re:\b(?:N7|N5|N3|N2|N3E|N2P|A16|A14)\b(?=.*(?:node|process|technology|TSMC|foundry)),2025,2
arxiv,Node,re:\b(?:7|5|3|2)\s?-?nm\s+(?:node|technology|process|CMOS|FinFET|GAA),2026,5
arxiv,Node,angstrom era,2026,2
arxiv,Node,re:\b(?:N7|N5|N3|N2|N3E|N2P|A16|A14)\b(?=.*(?:node|process|technology|TSMC|foundry)),2026,1
arxiv,OxideSemi,indium gallium zinc oxide,2014,2
arxiv,OxideSemi,IGZO,2014,2
arxiv,OxideSemi,In-Ga-Zn-O,2014,2
arxiv,OxideSemi,oxide semiconductor transistor,2014,1
arxiv,OxideSemi,oxide TFT,2015,1
arxiv,OxideSemi,indium gallium zinc oxide,2016,2
arxiv,OxideSemi,IGZO,2016,1
arxiv,OxideSemi,oxide semiconductor transistor,2017,2
