source,concept,synonym,year,docs
arxiv,OxideSemi,IGZO,2017,2
arxiv,OxideSemi,indium gallium zinc oxide,2017,2
arxiv,OxideSemi,amorphous oxide semiconductor,2017,1
arxiv,OxideSemi,In-Ga-Zn-O,2017,1
arxiv,OxideSemi,oxide semiconductor transistor,2018,2
arxiv,OxideSemi,indium gallium zinc oxide,2018,2
arxiv,OxideSemi,IGZO,2018,2
arxiv,OxideSemi,amorphous oxide semiconductor,2018,1
arxiv,OxideSemi,In-Ga-Zn-O,2019,4
arxiv,OxideSemi,IGZO,2019,3
arxiv,OxideSemi,amorphous oxide semiconductor,2019,3
arxiv,OxideSemi,indium gallium zinc oxide,2019,1
arxiv,OxideSemi,oxide semiconductor transistor,2019,1
arxiv,OxideSemi,oxide TFT,2019,1
arxiv,OxideSemi,amorphous oxide semiconductor,2020,2
arxiv,OxideSemi,In-Ga-Zn-O,2020,1
arxiv,OxideSemi,IGZO,2021,3
arxiv,OxideSemi,indium gallium zinc oxide,2021,3
arxiv,OxideSemi,oxide semiconductor transistor,2021,1
arxiv,OxideSemi,oxide semiconductor transistor,2022,2
arxiv,OxideSemi,IGZO,2023,3
arxiv,OxideSemi,indium gallium zinc oxide,2023,2
arxiv,OxideSemi,oxide TFT,2023,2
arxiv,OxideSemi,amorphous oxide semiconductor,2023,1
arxiv,OxideSemi,IGZO,2024,2
arxiv,OxideSemi,amorphous oxide semiconductor,2024,1
arxiv,OxideSemi,indium gallium zinc oxide,2024,1
arxiv,OxideSemi,oxide TFT,2024,1
arxiv,OxideSemi,amorphous oxide semiconductor,2025,11
arxiv,OxideSemi,IGZO,2025,11
arxiv,OxideSemi,indium gallium zinc oxide,2025,6
arxiv,OxideSemi,oxide semiconductor transistor,2025,2
arxiv,OxideSemi,In-Ga-Zn-O,2025,1
arxiv,OxideSemi,IGZO,2026,10
arxiv,OxideSemi,amorphous oxide semiconductor,2026,7
arxiv,OxideSemi,indium gallium zinc oxide,2026,5
arxiv,OxideSemi,In-Ga-Zn-O,2026,2
arxiv,OxideSemi,oxide semiconductor transistor,2026,1
arxiv,PCM,phase change memory,2014,4
arxiv,PCM,Ge2Sb2Te5,2014,2
arxiv,PCM,PCRAM,2014,1
arxiv,PCM,phase change memory,2015,5
arxiv,PCM,PCM memory,2015,1
arxiv,PCM,phase change memory,2016,11
arxiv,PCM,Ge2Sb2Te5,2016,2
arxiv,PCM,PCM memory,2016,1
arxiv,PCM,PRAM,2016,1
arxiv,PCM,phase change memory,2017,11
arxiv,PCM,Ge2Sb2Te5,2017,2
arxiv,PCM,Optane,2017,1
arxiv,PCM,phase change memory,2018,9
arxiv,PCM,Ge2Sb2Te5,2018,3
arxiv,PCM,Optane,2018,1
arxiv,PCM,3D XPoint,2018,1
arxiv,PCM,phase change memory,2019,23
arxiv,PCM,Optane,2019,5
arxiv,PCM,Ge2Sb2Te5,2019,5
arxiv,PCM,3D XPoint,2019,2
arxiv,PCM,PRAM,2019,1
arxiv,PCM,phase change memory,2020,19
arxiv,PCM,Optane,2020,4
arxiv,PCM,Ge2Sb2Te5,2020,3
arxiv,PCM,3D XPoint,2020,2
arxiv,PCM,PCRAM,2020,2
arxiv,PCM,PRAM,2020,1
arxiv,PCM,phase change memory,2021,18
arxiv,PCM,Ge2Sb2Te5,2021,6
arxiv,PCM,Optane,2021,6
arxiv,PCM,3D XPoint,2021,1
arxiv,PCM,PCRAM,2021,1
arxiv,PCM,PRAM,2021,1
arxiv,PCM,phase change memory,2022,12
arxiv,PCM,Optane,2022,5
arxiv,PCM,Ge2Sb2Te5,2022,2
arxiv,PCM,PRAM,2022,1
arxiv,PCM,PCRAM,2022,1
arxiv,PCM,phase change memory,2023,9
arxiv,PCM,Optane,2023,3
arxiv,PCM,3D XPoint,2023,1
arxiv,PCM,PCRAM,2023,1
arxiv,PCM,Ge2Sb2Te5,2023,1
arxiv,PCM,phase change memory,2024,17
arxiv,PCM,Ge2Sb2Te5,2024,5
arxiv,PCM,phase change memory,2025,22
arxiv,PCM,Ge2Sb2Te5,2025,6
arxiv,PCM,PCRAM,2025,1
arxiv,PCM,phase change memory,2026,12
arxiv,PCM,Ge2Sb2Te5,2026,5
arxiv,PCM,Optane,2026,1
arxiv,Photonic-computing,optical computing,2014,2
arxiv,Photonic-computing,photonic processor,2014,1
arxiv,Photonic-computing,optical computing,2015,3
arxiv,Photonic-computing,optical computing,2016,2
arxiv,Photonic-computing,optical neural network,2016,1
arxiv,Photonic-computing,photonic processor,2016,1
arxiv,Photonic-computing,photonic neural network,2016,1
arxiv,Photonic-computing,optical processor,2016,1
arxiv,Photonic-computing,photonic processor,2017,2
arxiv,Photonic-computing,optical computing,2017,2
arxiv,Photonic-computing,photonic computing,2017,2
arxiv,Photonic-computing,photonic neural network,2017,1
arxiv,Photonic-computing,photonic neural network,2018,4
arxiv,Photonic-computing,optical computing,2018,3
arxiv,Photonic-computing,photonic processor,2018,1
arxiv,Photonic-computing,photonic computing,2018,1
arxiv,Photonic-computing,optical computing,2019,2
arxiv,Photonic-computing,photonic neural network,2019,2
arxiv,Photonic-computing,optical neural network,2019,1
arxiv,Photonic-computing,photonic processor,2019,1
arxiv,Photonic-computing,photonic computing,2019,1
arxiv,Photonic-computing,optical neural network,2020,5
arxiv,Photonic-computing,photonic neural network,2020,4
arxiv,Photonic-computing,photonic computing,2020,2
arxiv,Photonic-computing,optical processor,2020,2
arxiv,Photonic-computing,photonic tensor core,2020,1
arxiv,Photonic-computing,photonic accelerator,2020,1
arxiv,Photonic-computing,optical computing,2020,1
arxiv,Photonic-computing,photonic neural network,2021,8
arxiv,Photonic-computing,photonic processor,2021,5
arxiv,Photonic-computing,photonic computing,2021,5
arxiv,Photonic-computing,optical computing,2021,5
arxiv,Photonic-computing,optical neural network,2021,5
arxiv,Photonic-computing,photonic tensor core,2021,2
arxiv,Photonic-computing,photonic accelerator,2021,1
arxiv,Photonic-computing,optical neural network,2022,8
arxiv,Photonic-computing,photonic neural network,2022,7
arxiv,Photonic-computing,optical computing,2022,5
arxiv,Photonic-computing,photonic computing,2022,4
arxiv,Photonic-computing,optical processor,2022,3
arxiv,Photonic-computing,photonic accelerator,2022,2
arxiv,Photonic-computing,photonic processor,2022,2
arxiv,Photonic-computing,optical computing,2023,15
arxiv,Photonic-computing,optical neural network,2023,13
arxiv,Photonic-computing,photonic computing,2023,9
arxiv,Photonic-computing,photonic neural network,2023,7
arxiv,Photonic-computing,photonic accelerator,2023,7
arxiv,Photonic-computing,photonic processor,2023,4
arxiv,Photonic-computing,optical processor,2023,2
arxiv,Photonic-computing,photonic tensor core,2023,2
arxiv,Photonic-computing,optical computing,2024,12
arxiv,Photonic-computing,photonic computing,2024,10
arxiv,Photonic-computing,photonic neural network,2024,9
arxiv,Photonic-computing,photonic processor,2024,7
arxiv,Photonic-computing,optical neural network,2024,7
arxiv,Photonic-computing,photonic accelerator,2024,6
arxiv,Photonic-computing,photonic tensor core,2024,3
arxiv,Photonic-computing,optical processor,2024,3
arxiv,Photonic-computing,optical computing,2025,22
arxiv,Photonic-computing,photonic computing,2025,19
arxiv,Photonic-computing,photonic neural network,2025,12
arxiv,Photonic-computing,optical neural network,2025,12
arxiv,Photonic-computing,photonic processor,2025,9
arxiv,Photonic-computing,photonic tensor core,2025,6
arxiv,Photonic-computing,photonic accelerator,2025,3
arxiv,Photonic-computing,optical processor,2025,1
arxiv,Photonic-computing,photonic computing,2026,17
arxiv,Photonic-computing,optical computing,2026,13
arxiv,Photonic-computing,photonic processor,2026,9
arxiv,Photonic-computing,photonic neural network,2026,8
arxiv,Photonic-computing,optical neural network,2026,8
arxiv,Photonic-computing,photonic tensor core,2026,3
arxiv,Photonic-computing,photonic accelerator,2026,2
arxiv,Photonic-computing,optical processor,2026,2
arxiv,RISCV,RISC-V,2016,1
arxiv,RISCV,RISC-V,2017,1
arxiv,RISCV,RISC-V,2018,1
arxiv,RISCV,RISC-V,2019,5
arxiv,RISCV,RISC-V,2020,9
arxiv,RISCV,RISC-V,2021,9
arxiv,RISCV,RISC-V,2022,19
arxiv,RISCV,RISC-V,2023,23
arxiv,RISCV,RISC-V,2024,34
arxiv,RISCV,RISC-V,2025,55
arxiv,RISCV,RISC-V,2026,32
arxiv,RRAM,memristor,2014,27
arxiv,RRAM,memristive,2014,10
arxiv,RRAM,RRAM,2014,2
arxiv,RRAM,ReRAM,2014,2
arxiv,RRAM,resistive random access memory,2014,1
arxiv,RRAM,resistive switching memory,2014,1
arxiv,RRAM,memristor,2015,37
arxiv,RRAM,memristive,2015,16
arxiv,RRAM,RRAM,2015,6
arxiv,RRAM,resistive random access memory,2015,2
arxiv,RRAM,memristor,2016,40
arxiv,RRAM,memristive,2016,22
arxiv,RRAM,RRAM,2016,18
arxiv,RRAM,resistive random access memory,2016,8
arxiv,RRAM,resistive switching memory,2016,3
arxiv,RRAM,ReRAM,2016,1
arxiv,RRAM,CBRAM,2016,1
arxiv,RRAM,memristor,2017,40
arxiv,RRAM,memristive,2017,37
arxiv,RRAM,RRAM,2017,7
arxiv,RRAM,resistive random access memory,2017,4
arxiv,RRAM,ReRAM,2017,1
arxiv,RRAM,OxRAM,2017,1
arxiv,RRAM,memristor,2018,65
arxiv,RRAM,memristive,2018,42
arxiv,RRAM,RRAM,2018,12
arxiv,RRAM,resistive random access memory,2018,3
arxiv,RRAM,OxRAM,2018,3
arxiv,RRAM,ReRAM,2018,3
arxiv,RRAM,CBRAM,2018,1
arxiv,RRAM,memristor,2019,66
arxiv,RRAM,memristive,2019,32
arxiv,RRAM,RRAM,2019,13
arxiv,RRAM,ReRAM,2019,8
arxiv,RRAM,resistive random access memory,2019,6
arxiv,RRAM,resistive switching memory,2019,1
arxiv,RRAM,memristor,2020,81
arxiv,RRAM,memristive,2020,49
arxiv,RRAM,RRAM,2020,23
arxiv,RRAM,resistive random access memory,2020,11
arxiv,RRAM,ReRAM,2020,9
arxiv,RRAM,OxRAM,2020,3
arxiv,RRAM,resistive switching memory,2020,2
arxiv,RRAM,CBRAM,2020,1
arxiv,RRAM,memristor,2021,79
arxiv,RRAM,memristive,2021,56
arxiv,RRAM,RRAM,2021,26
arxiv,RRAM,resistive random access memory,2021,16
arxiv,RRAM,ReRAM,2021,8
arxiv,RRAM,resistive switching memory,2021,1
arxiv,RRAM,CBRAM,2021,1
arxiv,RRAM,memristor,2022,91
arxiv,RRAM,memristive,2022,59
arxiv,RRAM,RRAM,2022,27
arxiv,RRAM,resistive random access memory,2022,12
arxiv,RRAM,ReRAM,2022,7
arxiv,RRAM,resistive switching memory,2022,1
arxiv,RRAM,OxRAM,2022,1
arxiv,RRAM,memristor,2023,88
arxiv,RRAM,memristive,2023,60
arxiv,RRAM,RRAM,2023,21
arxiv,RRAM,resistive random access memory,2023,15
arxiv,RRAM,ReRAM,2023,15
arxiv,RRAM,OxRAM,2023,2
arxiv,RRAM,memristor,2024,119
arxiv,RRAM,memristive,2024,78
arxiv,RRAM,RRAM,2024,25
arxiv,RRAM,resistive random access memory,2024,19
arxiv,RRAM,ReRAM,2024,15
arxiv,RRAM,resistive switching memory,2024,1
arxiv,RRAM,memristor,2025,89
arxiv,RRAM,memristive,2025,59
arxiv,RRAM,RRAM,2025,31
arxiv,RRAM,resistive random access memory,2025,20
arxiv,RRAM,ReRAM,2025,17
arxiv,RRAM,resistive switching memory,2025,1
arxiv,RRAM,memristor,2026,74
arxiv,RRAM,memristive,2026,54
arxiv,RRAM,RRAM,2026,17
arxiv,RRAM,ReRAM,2026,17
arxiv,RRAM,resistive random access memory,2026,8
arxiv,RRAM,resistive switching memory,2026,1
arxiv,RRAM,CBRAM,2026,1
arxiv,Resist,photoresist,2014,6
arxiv,Resist,line edge roughness,2014,1
arxiv,Resist,photoresist,2015,3
arxiv,Resist,line edge roughness,2015,1
arxiv,Resist,LER,2015,1
arxiv,Resist,photoresist,2016,7
arxiv,Resist,line edge roughness,2016,1
arxiv,Resist,LER,2016,1
arxiv,Resist,photo resist,2016,1
arxiv,Resist,photoresist,2017,5
arxiv,Resist,line edge roughness,2017,2
arxiv,Resist,chemically amplified resist,2017,1
arxiv,Resist,line width roughness,2017,1
arxiv,Resist,photo resist,2017,1
arxiv,Resist,photoresist,2018,6
arxiv,Resist,line edge roughness,2018,1
arxiv,Resist,LER,2018,1
arxiv,Resist,photo resist,2018,1
arxiv,Resist,photoresist,2019,8
arxiv,Resist,EUV resist,2019,1
arxiv,Resist,photoresist,2020,4
arxiv,Resist,photoresist,2021,5
arxiv,Resist,photo resist,2021,2
arxiv,Resist,line edge roughness,2021,1
arxiv,Resist,LER,2021,1
arxiv,Resist,photoresist,2022,10
arxiv,Resist,line edge roughness,2022,2
arxiv,Resist,LER,2022,1
arxiv,Resist,LWR,2022,1
arxiv,Resist,stochastic defect,2022,1
arxiv,Resist,photoresist,2023,8
arxiv,Resist,chemically amplified resist,2023,3
arxiv,Resist,line edge roughness,2023,2
arxiv,Resist,stochastic defect,2023,2
arxiv,Resist,line width roughness,2023,1
arxiv,Resist,LWR,2023,1
arxiv,Resist,LER,2023,1
arxiv,Resist,photoresist,2024,13
arxiv,Resist,EUV resist,2024,1
arxiv,Resist,line edge roughness,2024,1
arxiv,Resist,stochastic defect,2024,1
arxiv,Resist,LER,2024,1
arxiv,Resist,chemically amplified resist,2024,1
arxiv,Resist,photoresist,2025,14
arxiv,Resist,metal oxide resist,2025,1
arxiv,Resist,LWR,2025,1
arxiv,Resist,photoresist,2026,11
arxiv,Resist,line edge roughness,2026,2
arxiv,Resist,LER,2026,1
arxiv,RuMo,barrierless,2016,1
arxiv,RuMo,ruthenium interconnect,2017,1
arxiv,RuMo,Ru interconnect,2017,1
arxiv,RuMo,barrierless,2018,1
arxiv,RuMo,barrierless,2020,1
arxiv,RuMo,barrierless,2022,1
arxiv,RuMo,barrierless,2025,2
arxiv,RuMo,barrierless,2026,2
arxiv,RuMo,Ru interconnect,2026,1
arxiv,RuMo,ruthenium interconnect,2026,1
arxiv,SiC,4H-SiC,2014,12
arxiv,SiC,4H-SiC,2015,8
arxiv,SiC,SiC MOSFET,2015,1
arxiv,SiC,SiC device,2015,1
arxiv,SiC,4H-SiC,2016,9
arxiv,SiC,SiC wafer,2016,2
arxiv,SiC,4H-SiC,2017,16
arxiv,SiC,SiC MOSFET,2017,2
arxiv,SiC,SiC power,2017,1
arxiv,SiC,4H-SiC,2018,13
arxiv,SiC,SiC MOSFET,2018,2
arxiv,SiC,silicon carbide device,2018,1
arxiv,SiC,silicon carbide MOSFET,2018,1
arxiv,SiC,4H-SiC,2019,25
arxiv,SiC,SiC device,2019,2
arxiv,SiC,SiC power,2019,1
arxiv,SiC,silicon carbide wafer,2019,1
arxiv,SiC,4H-SiC,2020,19
arxiv,SiC,SiC MOSFET,2020,3
arxiv,SiC,4H-SiC,2021,19
arxiv,SiC,SiC MOSFET,2021,3
arxiv,SiC,SiC power,2021,1
arxiv,SiC,silicon carbide MOSFET,2021,1
arxiv,SiC,SiC wafer,2021,1
arxiv,SiC,4H-SiC,2022,29
arxiv,SiC,SiC MOSFET,2022,5
arxiv,SiC,SiC wafer,2022,2
arxiv,SiC,silicon carbide MOSFET,2022,2
arxiv,SiC,silicon carbide device,2022,1
arxiv,SiC,SiC power,2022,1
arxiv,SiC,4H-SiC,2023,34
arxiv,SiC,SiC device,2023,4
arxiv,SiC,SiC MOSFET,2023,3
arxiv,SiC,SiC wafer,2023,2
arxiv,SiC,silicon carbide power,2023,2
arxiv,SiC,SiC power,2023,2
arxiv,SiC,silicon carbide MOSFET,2023,1
arxiv,SiC,4H-SiC,2024,25
arxiv,SiC,SiC MOSFET,2024,3
arxiv,SiC,silicon carbide power,2024,1
arxiv,SiC,SiC power,2024,1
arxiv,SiC,4H-SiC,2025,48
arxiv,SiC,silicon carbide device,2025,1
arxiv,SiC,SiC power,2025,1
arxiv,SiC,SiC device,2025,1
arxiv,SiC,SiC MOSFET,2025,1
arxiv,SiC,SiC wafer,2025,1
arxiv,SiC,4H-SiC,2026,36
arxiv,SiC,SiC power,2026,4
arxiv,SiC,SiC wafer,2026,2
arxiv,SiC,SiC device,2026,2
arxiv,SiC,silicon carbide power,2026,1
arxiv,SiC,SiC MOSFET,2026,1
arxiv,SiQubit,silicon spin qubit,2014,1
arxiv,SiQubit,MOS quantum dot,2015,1
arxiv,SiQubit,silicon qubit,2016,2
arxiv,SiQubit,spin qubit in silicon,2016,2
arxiv,SiQubit,MOS quantum dot,2016,2
arxiv,SiQubit,silicon spin qubit,2016,1
arxiv,SiQubit,silicon quantum dot qubit,2016,1
arxiv,SiQubit,silicon quantum dot qubit,2017,1
arxiv,SiQubit,silicon spin qubit,2017,1
arxiv,SiQubit,silicon qubit,2017,1
arxiv,SiQubit,silicon spin qubit,2018,8
arxiv,SiQubit,silicon qubit,2018,6
arxiv,SiQubit,silicon quantum dot qubit,2018,2
arxiv,SiQubit,MOS quantum dot,2018,2
arxiv,SiQubit,spin qubit in silicon,2018,1
arxiv,SiQubit,silicon quantum computing,2018,1
arxiv,SiQubit,silicon spin qubit,2019,7
arxiv,SiQubit,silicon qubit,2019,4
arxiv,SiQubit,spin qubit in silicon,2019,3
arxiv,SiQubit,silicon spin qubit,2020,7
arxiv,SiQubit,silicon qubit,2020,2
arxiv,SiQubit,silicon quantum computing,2020,2
arxiv,SiQubit,silicon quantum dot qubit,2020,2
arxiv,SiQubit,MOS quantum dot,2020,1
arxiv,SiQubit,spin qubit in silicon,2020,1
arxiv,SiQubit,silicon spin qubit,2021,10
arxiv,SiQubit,silicon qubit,2021,4
arxiv,SiQubit,spin qubit in silicon,2021,1
arxiv,SiQubit,Si/SiGe qubit,2021,1
arxiv,SiQubit,silicon spin qubit,2022,12
arxiv,SiQubit,silicon quantum dot qubit,2022,1
arxiv,SiQubit,MOS quantum dot,2022,1
arxiv,SiQubit,spin qubit in silicon,2022,1
arxiv,SiQubit,silicon quantum computing,2022,1
arxiv,SiQubit,silicon qubit,2022,1
arxiv,SiQubit,silicon spin qubit,2023,12
arxiv,SiQubit,spin qubit in silicon,2023,2
arxiv,SiQubit,MOS quantum dot,2023,2
arxiv,SiQubit,silicon quantum dot qubit,2023,1
arxiv,SiQubit,silicon qubit,2023,1
arxiv,SiQubit,silicon quantum computing,2023,1
arxiv,SiQubit,SiGe quantum dot qubit,2023,1
arxiv,SiQubit,silicon spin qubit,2024,11
arxiv,SiQubit,silicon quantum computing,2024,3
arxiv,SiQubit,silicon qubit,2024,1
arxiv,SiQubit,spin qubit in silicon,2024,1
arxiv,SiQubit,MOS quantum dot,2024,1
arxiv,SiQubit,silicon quantum dot qubit,2024,1
arxiv,SiQubit,silicon spin qubit,2025,16
arxiv,SiQubit,MOS quantum dot,2025,3
arxiv,SiQubit,silicon qubit,2025,2
arxiv,SiQubit,silicon spin qubit,2026,22
arxiv,SiQubit,MOS quantum dot,2026,3
arxiv,SiQubit,silicon qubit,2026,2
arxiv,SiQubit,CMOS qubit,2026,2
arxiv,SiQubit,silicon quantum computing,2026,1
arxiv,TFET,TFET,2014,9
arxiv,TFET,tunnel field effect transistor,2014,7
arxiv,TFET,tunneling field effect transistor,2014,3
arxiv,TFET,tunnel FET,2014,2
arxiv,TFET,tunnelling field effect transistor,2014,1
arxiv,TFET,TFET,2015,13
arxiv,TFET,tunnel field effect transistor,2015,7
arxiv,TFET,tunneling field effect transistor,2015,6
arxiv,TFET,tunnel FET,2015,3
arxiv,TFET,TFET,2016,8
arxiv,TFET,tunneling field effect transistor,2016,5
arxiv,TFET,tunnel FET,2016,4
arxiv,TFET,tunnel field effect transistor,2016,3
arxiv,TFET,TFET,2017,10
arxiv,TFET,tunnel field effect transistor,2017,7
arxiv,TFET,tunnel FET,2017,4
arxiv,TFET,tunneling field effect transistor,2017,3
arxiv,TFET,TFET,2018,6
arxiv,TFET,tunnel field effect transistor,2018,5
arxiv,TFET,tunneling field effect transistor,2018,3
arxiv,TFET,tunnel FET,2018,1
arxiv,TFET,TFET,2019,4
arxiv,TFET,tunnel field effect transistor,2019,3
arxiv,TFET,tunnel FET,2019,1
arxiv,TFET,tunneling field effect transistor,2019,1
arxiv,TFET,tunnel field effect transistor,2020,9
arxiv,TFET,TFET,2020,5
arxiv,TFET,tunneling field effect transistor,2020,2
arxiv,TFET,tunnel FET,2020,1
arxiv,TFET,TFET,2021,3
arxiv,TFET,tunneling field effect transistor,2021,3
arxiv,TFET,tunnel field effect transistor,2021,2
arxiv,TFET,TFET,2022,3
arxiv,TFET,tunnel field effect transistor,2022,2
arxiv,TFET,tunnelling field effect transistor,2022,1
arxiv,TFET,tunnel field effect transistor,2023,2
arxiv,TFET,TFET,2023,2
arxiv,TFET,tunnel FET,2023,1
arxiv,TFET,tunnel field effect transistor,2024,4
arxiv,TFET,TFET,2024,4
arxiv,TFET,tunneling field effect transistor,2024,1
arxiv,TFET,tunnelling field effect transistor,2024,1
arxiv,TFET,tunnel FET,2024,1
arxiv,TFET,tunnel field effect transistor,2025,2
arxiv,TFET,TFET,2025,1
arxiv,TFET,tunnel field effect transistor,2026,2
arxiv,TFET,tunnel FET,2026,1
arxiv,TFET,TFET,2026,1
arxiv,UCIe,AIB,2023,1
arxiv,UCIe,AIB,2024,1
arxiv,UCIe,universal chiplet interconnect express,2025,2
arxiv,UCIe,UCIe,2025,2
arxiv,UCIe,UCIe,2026,3
ieee,2D-channel,MoS2,2014,16
ieee,2D-channel,transition metal dichalcogenide,2014,3
ieee,2D-channel,TMD,2014,2
ieee,2D-channel,WSe2,2014,2
ieee,2D-channel,2D channel,2014,1
ieee,2D-channel,2D semiconductor,2014,1
ieee,2D-channel,MoS2,2015,14
ieee,2D-channel,transition metal dichalcogenide,2015,5
ieee,2D-channel,WSe2,2015,4
ieee,2D-channel,TMD,2015,2
ieee,2D-channel,2D semiconductor,2015,1
ieee,2D-channel,2D channel,2015,1
ieee,2D-channel,WS2,2015,1
ieee,2D-channel,MoS2,2016,10
ieee,2D-channel,transition metal dichalcogenide,2016,5
ieee,2D-channel,TMD,2016,3
ieee,2D-channel,MoSe2,2016,1
ieee,2D-channel,MoS2,2017,8
ieee,2D-channel,transition metal dichalcogenide,2017,4
ieee,2D-channel,WSe2,2017,2
ieee,2D-channel,2D semiconductor,2017,1
ieee,2D-channel,TMD,2017,1
ieee,2D-channel,WS2,2017,1
ieee,2D-channel,MoS2,2018,19
ieee,2D-channel,transition metal dichalcogenide,2018,11
ieee,2D-channel,WSe2,2018,9
ieee,2D-channel,TMD,2018,7
ieee,2D-channel,TMDC,2018,3
ieee,2D-channel,WS2,2018,2
ieee,2D-channel,two dimensional semiconductor,2018,2
ieee,2D-channel,2D semiconductor,2018,1
ieee,2D-channel,MoS2,2019,16
ieee,2D-channel,transition metal dichalcogenide,2019,7
ieee,2D-channel,WS2,2019,6
ieee,2D-channel,TMD,2019,4
ieee,2D-channel,TMDC,2019,2
ieee,2D-channel,WSe2,2019,2
ieee,2D-channel,MoS2,2020,15
ieee,2D-channel,transition metal dichalcogenide,2020,7
ieee,2D-channel,TMD,2020,6
ieee,2D-channel,WSe2,2020,6
ieee,2D-channel,WS2,2020,3
ieee,2D-channel,2D channel,2020,2
ieee,2D-channel,MoSe2,2020,1
ieee,2D-channel,TMDC,2020,1
ieee,2D-channel,MoS2,2021,12
ieee,2D-channel,transition metal dichalcogenide,2021,6
ieee,2D-channel,TMD,2021,6
ieee,2D-channel,WS2,2021,4
ieee,2D-channel,2D semiconductor,2021,3
ieee,2D-channel,WSe2,2021,3
ieee,2D-channel,MoSe2,2021,1
ieee,2D-channel,MoS2,2022,19
ieee,2D-channel,WSe2,2022,11
ieee,2D-channel,WS2,2022,6
ieee,2D-channel,TMD,2022,5
ieee,2D-channel,transition metal dichalcogenide,2022,5
ieee,2D-channel,MoSe2,2022,5
ieee,2D-channel,2D channel,2022,4
ieee,2D-channel,2D semiconductor,2022,3
ieee,2D-channel,TMDC,2022,2
ieee,2D-channel,two dimensional semiconductor,2022,1
ieee,2D-channel,MoS2,2023,17
ieee,2D-channel,transition metal dichalcogenide,2023,11
ieee,2D-channel,TMD,2023,8
ieee,2D-channel,WSe2,2023,4
ieee,2D-channel,WS2,2023,3
ieee,2D-channel,2D semiconductor,2023,2
ieee,2D-channel,2D channel,2023,2
ieee,2D-channel,TMDC,2023,1
ieee,2D-channel,two dimensional semiconductor,2023,1
ieee,2D-channel,MoS2,2024,25
ieee,2D-channel,transition metal dichalcogenide,2024,11
ieee,2D-channel,TMD,2024,11
ieee,2D-channel,WS2,2024,7
ieee,2D-channel,WSe2,2024,4
ieee,2D-channel,2D semiconductor,2024,3
ieee,2D-channel,two dimensional semiconductor,2024,2
ieee,2D-channel,MoSe2,2024,1
ieee,2D-channel,2D material transistor,2024,1
ieee,2D-channel,2D channel,2024,1
ieee,2D-channel,MoS2,2025,29
ieee,2D-channel,transition metal dichalcogenide,2025,8
ieee,2D-channel,TMD,2025,6
ieee,2D-channel,WSe2,2025,5
ieee,2D-channel,WS2,2025,2
ieee,2D-channel,2D semiconductor,2025,2
ieee,2D-channel,two dimensional semiconductor,2025,1
ieee,2D-channel,TMDC,2025,1
ieee,2D-channel,MoS2,2026,31
ieee,2D-channel,WSe2,2026,13
ieee,2D-channel,transition metal dichalcogenide,2026,6
ieee,2D-channel,2D semiconductor,2026,5
ieee,2D-channel,TMD,2026,3
ieee,2D-channel,TMDC,2026,2
ieee,2D-channel,MoSe2,2026,1
ieee,2D-channel,2D channel,2026,1
ieee,2D-channel,2D material transistor,2026,1
ieee,2D-channel,WS2,2026,1
ieee,2D-channel,two dimensional semiconductor,2026,1
ieee,3DIC,through silicon via,2014,23
ieee,3DIC,TSV,2014,23
ieee,3DIC,interposer,2014,17
ieee,3DIC,3D integration,2014,11
ieee,3DIC,silicon interposer,2014,10
ieee,3DIC,2.5D,2014,4
ieee,3DIC,2.5-D,2014,2
ieee,3DIC,heterogeneous integration,2014,2
ieee,3DIC,monolithic 3D,2014,2
ieee,3DIC,three dimensional integration,2014,1
ieee,3DIC,3D IC,2014,1
ieee,3DIC,3D stacking,2014,1
ieee,3DIC,through silicon via,2015,94
ieee,3DIC,interposer,2015,68
ieee,3DIC,TSV,2015,62
ieee,3DIC,3D integration,2015,45
ieee,3DIC,silicon interposer,2015,23
ieee,3DIC,3D IC,2015,18
ieee,3DIC,2.5D,2015,14
ieee,3DIC,heterogeneous integration,2015,8
ieee,3DIC,2.5-D,2015,5
ieee,3DIC,three dimensional integration,2015,5
ieee,3DIC,monolithic 3D,2015,5
ieee,3DIC,3D integrated circuit,2015,4
ieee,3DIC,wafer stacking,2015,3
ieee,3DIC,die stacking,2015,1
ieee,3DIC,3D stacking,2015,1
ieee,3DIC,through silicon via,2016,103
ieee,3DIC,interposer,2016,83
ieee,3DIC,TSV,2016,76
ieee,3DIC,3D integration,2016,50
ieee,3DIC,2.5D,2016,37
ieee,3DIC,silicon interposer,2016,25
ieee,3DIC,monolithic 3D,2016,18
ieee,3DIC,3D IC,2016,16
ieee,3DIC,heterogeneous integration,2016,10
